 2.00000000e+00  2.00000000e+00  2.00000000e+00  1.80006023e+00  2.00000000e+00 -2.29287692e-05 
 2.01000000e+00  2.01000000e+00  2.01000000e+00  1.80006207e+00  2.01000000e+00 -2.29297870e-05 
 2.02000000e+00  2.02000000e+00  2.02000000e+00  1.80006390e+00  2.02000000e+00 -2.29307446e-05 
 2.03000000e+00  2.03000000e+00  2.03000000e+00  1.80006572e+00  2.03000000e+00 -2.29316683e-05 
 2.04000000e+00  2.04000000e+00  2.04000000e+00  1.80006753e+00  2.04000000e+00 -2.29325608e-05 
 2.05000000e+00  2.05000000e+00  2.05000000e+00  1.80006933e+00  2.05000000e+00 -2.29334248e-05 
 2.06000000e+00  2.06000000e+00  2.06000000e+00  1.80007112e+00  2.06000000e+00 -2.29342625e-05 
 2.07000000e+00  2.07000000e+00  2.07000000e+00  1.80007291e+00  2.07000000e+00 -2.29350758e-05 
 2.08000000e+00  2.08000000e+00  2.08000000e+00  1.80007469e+00  2.08000000e+00 -2.29358665e-05 
 2.09000000e+00  2.09000000e+00  2.09000000e+00  1.80007646e+00  2.09000000e+00 -2.29366359e-05 
 2.10000000e+00  2.10000000e+00  2.10000000e+00  1.80007822e+00  2.10000000e+00 -2.29373856e-05 
 2.11000000e+00  2.11000000e+00  2.11000000e+00  1.80007998e+00  2.11000000e+00 -2.29381166e-05 
 2.12000000e+00  2.12000000e+00  2.12000000e+00  1.80008173e+00  2.12000000e+00 -2.29388301e-05 
 2.13000000e+00  2.13000000e+00  2.13000000e+00  1.80008347e+00  2.13000000e+00 -2.29395270e-05 
 2.14000000e+00  2.14000000e+00  2.14000000e+00  1.80008521e+00  2.14000000e+00 -2.29402083e-05 
 2.15000000e+00  2.15000000e+00  2.15000000e+00  1.80008695e+00  2.15000000e+00 -2.29408748e-05 
 2.16000000e+00  2.16000000e+00  2.16000000e+00  1.80008868e+00  2.16000000e+00 -2.29415272e-05 
 2.17000000e+00  2.17000000e+00  2.17000000e+00  1.80009040e+00  2.17000000e+00 -2.29421662e-05 
 2.18000000e+00  2.18000000e+00  2.18000000e+00  1.80009212e+00  2.18000000e+00 -2.29427924e-05 
 2.19000000e+00  2.19000000e+00  2.19000000e+00  1.80009383e+00  2.19000000e+00 -2.29434065e-05 
 2.20000000e+00  2.20000000e+00  2.20000000e+00  1.80009554e+00  2.20000000e+00 -2.29440090e-05 
 2.21000000e+00  2.21000000e+00  2.21000000e+00  1.80009725e+00  2.21000000e+00 -2.29446003e-05 
 2.22000000e+00  2.22000000e+00  2.22000000e+00  1.80009895e+00  2.22000000e+00 -2.29451810e-05 
 2.23000000e+00  2.23000000e+00  2.23000000e+00  1.80010065e+00  2.23000000e+00 -2.29457514e-05 
 2.24000000e+00  2.24000000e+00  2.24000000e+00  1.80010234e+00  2.24000000e+00 -2.29463121e-05 
 2.25000000e+00  2.25000000e+00  2.25000000e+00  1.80010403e+00  2.25000000e+00 -2.29468634e-05 
 2.26000000e+00  2.26000000e+00  2.26000000e+00  1.80010572e+00  2.26000000e+00 -2.29474056e-05 
 2.27000000e+00  2.27000000e+00  2.27000000e+00  1.80010740e+00  2.27000000e+00 -2.29479391e-05 
 2.28000000e+00  2.28000000e+00  2.28000000e+00  1.80010908e+00  2.28000000e+00 -2.29484642e-05 
 2.29000000e+00  2.29000000e+00  2.29000000e+00  1.80011076e+00  2.29000000e+00 -2.29489813e-05 
 2.30000000e+00  2.30000000e+00  2.30000000e+00  1.80011243e+00  2.30000000e+00 -2.29494906e-05 
 2.31000000e+00  2.31000000e+00  2.31000000e+00  1.80011410e+00  2.31000000e+00 -2.29499923e-05 
 2.32000000e+00  2.32000000e+00  2.32000000e+00  1.80011576e+00  2.32000000e+00 -2.29504868e-05 
 2.33000000e+00  2.33000000e+00  2.33000000e+00  1.80011743e+00  2.33000000e+00 -2.29509742e-05 
 2.34000000e+00  2.34000000e+00  2.34000000e+00  1.80011909e+00  2.34000000e+00 -2.29514549e-05 
 2.35000000e+00  2.35000000e+00  2.35000000e+00  1.80012074e+00  2.35000000e+00 -2.29519290e-05 
 2.36000000e+00  2.36000000e+00  2.36000000e+00  1.80012240e+00  2.36000000e+00 -2.29523967e-05 
 2.37000000e+00  2.37000000e+00  2.37000000e+00  1.80012405e+00  2.37000000e+00 -2.29528583e-05 
 2.38000000e+00  2.38000000e+00  2.38000000e+00  1.80012570e+00  2.38000000e+00 -2.29533139e-05 
 2.39000000e+00  2.39000000e+00  2.39000000e+00  1.80012734e+00  2.39000000e+00 -2.29537637e-05 
 2.40000000e+00  2.40000000e+00  2.40000000e+00  1.80012899e+00  2.40000000e+00 -2.29542078e-05 
 2.41000000e+00  2.41000000e+00  2.41000000e+00  1.80013063e+00  2.41000000e+00 -2.29546466e-05 
 2.42000000e+00  2.42000000e+00  2.42000000e+00  1.80013227e+00  2.42000000e+00 -2.29550800e-05 
 2.43000000e+00  2.43000000e+00  2.43000000e+00  1.80013391e+00  2.43000000e+00 -2.29555083e-05 
 2.44000000e+00  2.44000000e+00  2.44000000e+00  1.80013554e+00  2.44000000e+00 -2.29559315e-05 
 2.45000000e+00  2.45000000e+00  2.45000000e+00  1.80013717e+00  2.45000000e+00 -2.29563499e-05 
 2.46000000e+00  2.46000000e+00  2.46000000e+00  1.80013880e+00  2.46000000e+00 -2.29567636e-05 
 2.47000000e+00  2.47000000e+00  2.47000000e+00  1.80014043e+00  2.47000000e+00 -2.29571726e-05 
