 2.00000000e+00  2.00000000e+00  2.00000000e+00  1.80014953e+00  2.00000000e+00 -1.69404122e-05 
 2.01000000e+00  2.01000000e+00  2.01000000e+00  1.80015130e+00  2.01000000e+00 -1.69408176e-05 
 2.02000000e+00  2.02000000e+00  2.02000000e+00  1.80015307e+00  2.02000000e+00 -1.69412158e-05 
 2.03000000e+00  2.03000000e+00  2.03000000e+00  1.80015482e+00  2.03000000e+00 -1.69416068e-05 
 2.04000000e+00  2.04000000e+00  2.04000000e+00  1.80015657e+00  2.04000000e+00 -1.69419906e-05 
 2.05000000e+00  2.05000000e+00  2.05000000e+00  1.80015831e+00  2.05000000e+00 -1.69423675e-05 
 2.06000000e+00  2.06000000e+00  2.06000000e+00  1.80016004e+00  2.06000000e+00 -1.69427375e-05 
 2.07000000e+00  2.07000000e+00  2.07000000e+00  1.80016177e+00  2.07000000e+00 -1.69431008e-05 
 2.08000000e+00  2.08000000e+00  2.08000000e+00  1.80016348e+00  2.08000000e+00 -1.69434576e-05 
 2.09000000e+00  2.09000000e+00  2.09000000e+00  1.80016520e+00  2.09000000e+00 -1.69438082e-05 
 2.10000000e+00  2.10000000e+00  2.10000000e+00  1.80016691e+00  2.10000000e+00 -1.69441526e-05 
 2.11000000e+00  2.11000000e+00  2.11000000e+00  1.80016861e+00  2.11000000e+00 -1.69444912e-05 
 2.12000000e+00  2.12000000e+00  2.12000000e+00  1.80017031e+00  2.12000000e+00 -1.69448240e-05 
 2.13000000e+00  2.13000000e+00  2.13000000e+00  1.80017200e+00  2.13000000e+00 -1.69451514e-05 
 2.14000000e+00  2.14000000e+00  2.14000000e+00  1.80017369e+00  2.14000000e+00 -1.69454734e-05 
 2.15000000e+00  2.15000000e+00  2.15000000e+00  1.80017537e+00  2.15000000e+00 -1.69457902e-05 
 2.16000000e+00  2.16000000e+00  2.16000000e+00  1.80017705e+00  2.16000000e+00 -1.69461021e-05 
 2.17000000e+00  2.17000000e+00  2.17000000e+00  1.80017873e+00  2.17000000e+00 -1.69464092e-05 
 2.18000000e+00  2.18000000e+00  2.18000000e+00  1.80018040e+00  2.18000000e+00 -1.69467116e-05 
 2.19000000e+00  2.19000000e+00  2.19000000e+00  1.80018207e+00  2.19000000e+00 -1.69470095e-05 
 2.20000000e+00  2.20000000e+00  2.20000000e+00  1.80018374e+00  2.20000000e+00 -1.69473030e-05 
 2.21000000e+00  2.21000000e+00  2.21000000e+00  1.80018540e+00  2.21000000e+00 -1.69475922e-05 
 2.22000000e+00  2.22000000e+00  2.22000000e+00  1.80018706e+00  2.22000000e+00 -1.69478774e-05 
 2.23000000e+00  2.23000000e+00  2.23000000e+00  1.80018872e+00  2.23000000e+00 -1.69481586e-05 
 2.24000000e+00  2.24000000e+00  2.24000000e+00  1.80019038e+00  2.24000000e+00 -1.69484359e-05 
 2.25000000e+00  2.25000000e+00  2.25000000e+00  1.80019203e+00  2.25000000e+00 -1.69487095e-05 
 2.26000000e+00  2.26000000e+00  2.26000000e+00  1.80019368e+00  2.26000000e+00 -1.69489794e-05 
 2.27000000e+00  2.27000000e+00  2.27000000e+00  1.80019532e+00  2.27000000e+00 -1.69492458e-05 
 2.28000000e+00  2.28000000e+00  2.28000000e+00  1.80019697e+00  2.28000000e+00 -1.69495087e-05 
 2.29000000e+00  2.29000000e+00  2.29000000e+00  1.80019861e+00  2.29000000e+00 -1.69497683e-05 
 2.30000000e+00  2.30000000e+00  2.30000000e+00  1.80020025e+00  2.30000000e+00 -1.69500247e-05 
 2.31000000e+00  2.31000000e+00  2.31000000e+00  1.80020188e+00  2.31000000e+00 -1.69502779e-05 
 2.32000000e+00  2.32000000e+00  2.32000000e+00  1.80020352e+00  2.32000000e+00 -1.69505280e-05 
 2.33000000e+00  2.33000000e+00  2.33000000e+00  1.80020515e+00  2.33000000e+00 -1.69507751e-05 
 2.34000000e+00  2.34000000e+00  2.34000000e+00  1.80020678e+00  2.34000000e+00 -1.69510193e-05 
 2.35000000e+00  2.35000000e+00  2.35000000e+00  1.80020841e+00  2.35000000e+00 -1.69512607e-05 
 2.36000000e+00  2.36000000e+00  2.36000000e+00  1.80021004e+00  2.36000000e+00 -1.69514993e-05 
 2.37000000e+00  2.37000000e+00  2.37000000e+00  1.80021167e+00  2.37000000e+00 -1.69517352e-05 
 2.38000000e+00  2.38000000e+00  2.38000000e+00  1.80021329e+00  2.38000000e+00 -1.69519685e-05 
 2.39000000e+00  2.39000000e+00  2.39000000e+00  1.80021492e+00  2.39000000e+00 -1.69521992e-05 
