 2.00000000e+00  2.00000000e+00  2.00000000e+00  1.80015006e+00  2.00000000e+00 -1.69318038e-05 
 2.01000000e+00  2.01000000e+00  2.01000000e+00  1.80015179e+00  2.01000000e+00 -1.69321511e-05 
 2.02000000e+00  2.02000000e+00  2.02000000e+00  1.80015350e+00  2.02000000e+00 -1.69324959e-05 
 2.03000000e+00  2.03000000e+00  2.03000000e+00  1.80015521e+00  2.03000000e+00 -1.69328375e-05 
 2.04000000e+00  2.04000000e+00  2.04000000e+00  1.80015691e+00  2.04000000e+00 -1.69331754e-05 
 2.05000000e+00  2.05000000e+00  2.05000000e+00  1.80015860e+00  2.05000000e+00 -1.69335094e-05 
 2.06000000e+00  2.06000000e+00  2.06000000e+00  1.80016028e+00  2.06000000e+00 -1.69338391e-05 
 2.07000000e+00  2.07000000e+00  2.07000000e+00  1.80016196e+00  2.07000000e+00 -1.69341645e-05 
 2.08000000e+00  2.08000000e+00  2.08000000e+00  1.80016363e+00  2.08000000e+00 -1.69344854e-05 
 2.09000000e+00  2.09000000e+00  2.09000000e+00  1.80016530e+00  2.09000000e+00 -1.69348019e-05 
 2.10000000e+00  2.10000000e+00  2.10000000e+00  1.80016696e+00  2.10000000e+00 -1.69351139e-05 
 2.11000000e+00  2.11000000e+00  2.11000000e+00  1.80016862e+00  2.11000000e+00 -1.69354215e-05 
 2.12000000e+00  2.12000000e+00  2.12000000e+00  1.80017027e+00  2.12000000e+00 -1.69357248e-05 
 2.13000000e+00  2.13000000e+00  2.13000000e+00  1.80017192e+00  2.13000000e+00 -1.69360238e-05 
 2.14000000e+00  2.14000000e+00  2.14000000e+00  1.80017356e+00  2.14000000e+00 -1.69363185e-05 
 2.15000000e+00  2.15000000e+00  2.15000000e+00  1.80017520e+00  2.15000000e+00 -1.69366091e-05 
 2.16000000e+00  2.16000000e+00  2.16000000e+00  1.80017684e+00  2.16000000e+00 -1.69368956e-05 
 2.17000000e+00  2.17000000e+00  2.17000000e+00  1.80017847e+00  2.17000000e+00 -1.69371782e-05 
 2.18000000e+00  2.18000000e+00  2.18000000e+00  1.80018010e+00  2.18000000e+00 -1.69374568e-05 
 2.19000000e+00  2.19000000e+00  2.19000000e+00  1.80018173e+00  2.19000000e+00 -1.69377317e-05 
 2.20000000e+00  2.20000000e+00  2.20000000e+00  1.80018335e+00  2.20000000e+00 -1.69380029e-05 
 2.21000000e+00  2.21000000e+00  2.21000000e+00  1.80018498e+00  2.21000000e+00 -1.69382705e-05 
 2.22000000e+00  2.22000000e+00  2.22000000e+00  1.80018659e+00  2.22000000e+00 -1.69385346e-05 
 2.23000000e+00  2.23000000e+00  2.23000000e+00  1.80018821e+00  2.23000000e+00 -1.69387952e-05 
 2.24000000e+00  2.24000000e+00  2.24000000e+00  1.80018982e+00  2.24000000e+00 -1.69390524e-05 
 2.25000000e+00  2.25000000e+00  2.25000000e+00  1.80019143e+00  2.25000000e+00 -1.69393064e-05 
 2.26000000e+00  2.26000000e+00  2.26000000e+00  1.80019304e+00  2.26000000e+00 -1.69395573e-05 
 2.27000000e+00  2.27000000e+00  2.27000000e+00  1.80019465e+00  2.27000000e+00 -1.69398050e-05 
 2.28000000e+00  2.28000000e+00  2.28000000e+00  1.80019625e+00  2.28000000e+00 -1.69400496e-05 
 2.29000000e+00  2.29000000e+00  2.29000000e+00  1.80019785e+00  2.29000000e+00 -1.69402913e-05 
 2.30000000e+00  2.30000000e+00  2.30000000e+00  1.80019945e+00  2.30000000e+00 -1.69405301e-05 
 2.31000000e+00  2.31000000e+00  2.31000000e+00  1.80020105e+00  2.31000000e+00 -1.69407661e-05 
