 2.00000000e+00  2.00000000e+00  2.00000000e+00  1.80007488e+00  2.00000000e+00 -1.69580214e-05 
 2.01000000e+00  2.01000000e+00  2.01000000e+00  1.80007654e+00  2.01000000e+00 -1.69585816e-05 
 2.02000000e+00  2.02000000e+00  2.02000000e+00  1.80007820e+00  2.02000000e+00 -1.69591238e-05 
 2.03000000e+00  2.03000000e+00  2.03000000e+00  1.80007984e+00  2.03000000e+00 -1.69596493e-05 
 2.04000000e+00  2.04000000e+00  2.04000000e+00  1.80008148e+00  2.04000000e+00 -1.69601595e-05 
 2.05000000e+00  2.05000000e+00  2.05000000e+00  1.80008311e+00  2.05000000e+00 -1.69606554e-05 
 2.06000000e+00  2.06000000e+00  2.06000000e+00  1.80008473e+00  2.06000000e+00 -1.69611381e-05 
 2.07000000e+00  2.07000000e+00  2.07000000e+00  1.80008635e+00  2.07000000e+00 -1.69616084e-05 
 2.08000000e+00  2.08000000e+00  2.08000000e+00  1.80008796e+00  2.08000000e+00 -1.69620671e-05 
 2.09000000e+00  2.09000000e+00  2.09000000e+00  1.80008956e+00  2.09000000e+00 -1.69625149e-05 
 2.10000000e+00  2.10000000e+00  2.10000000e+00  1.80009116e+00  2.10000000e+00 -1.69629524e-05 
 2.11000000e+00  2.11000000e+00  2.11000000e+00  1.80009276e+00  2.11000000e+00 -1.69633802e-05 
 2.12000000e+00  2.12000000e+00  2.12000000e+00  1.80009435e+00  2.12000000e+00 -1.69637988e-05 
 2.13000000e+00  2.13000000e+00  2.13000000e+00  1.80009593e+00  2.13000000e+00 -1.69642088e-05 
 2.14000000e+00  2.14000000e+00  2.14000000e+00  1.80009751e+00  2.14000000e+00 -1.69646104e-05 
 2.15000000e+00  2.15000000e+00  2.15000000e+00  1.80009909e+00  2.15000000e+00 -1.69650041e-05 
 2.16000000e+00  2.16000000e+00  2.16000000e+00  1.80010066e+00  2.16000000e+00 -1.69653903e-05 
 2.17000000e+00  2.17000000e+00  2.17000000e+00  1.80010223e+00  2.17000000e+00 -1.69657694e-05 
 2.18000000e+00  2.18000000e+00  2.18000000e+00  1.80010379e+00  2.18000000e+00 -1.69661416e-05 
 2.19000000e+00  2.19000000e+00  2.19000000e+00  1.80010535e+00  2.19000000e+00 -1.69665071e-05 
 2.20000000e+00  2.20000000e+00  2.20000000e+00  1.80010691e+00  2.20000000e+00 -1.69668664e-05 
 2.21000000e+00  2.21000000e+00  2.21000000e+00  1.80010846e+00  2.21000000e+00 -1.69672197e-05 
 2.22000000e+00  2.22000000e+00  2.22000000e+00  1.80011001e+00  2.22000000e+00 -1.69675671e-05 
 2.23000000e+00  2.23000000e+00  2.23000000e+00  1.80011156e+00  2.23000000e+00 -1.69679089e-05 
 2.24000000e+00  2.24000000e+00  2.24000000e+00  1.80011310e+00  2.24000000e+00 -1.69682454e-05 
 2.25000000e+00  2.25000000e+00  2.25000000e+00  1.80011464e+00  2.25000000e+00 -1.69685766e-05 
 2.26000000e+00  2.26000000e+00  2.26000000e+00  1.80011618e+00  2.26000000e+00 -1.69689029e-05 
 2.27000000e+00  2.27000000e+00  2.27000000e+00  1.80011772e+00  2.27000000e+00 -1.69692243e-05 
 2.28000000e+00  2.28000000e+00  2.28000000e+00  1.80011925e+00  2.28000000e+00 -1.69695410e-05 
 2.29000000e+00  2.29000000e+00  2.29000000e+00  1.80012078e+00  2.29000000e+00 -1.69698533e-05 
 2.30000000e+00  2.30000000e+00  2.30000000e+00  1.80012230e+00  2.30000000e+00 -1.69701612e-05 
 2.31000000e+00  2.31000000e+00  2.31000000e+00  1.80012383e+00  2.31000000e+00 -1.69704649e-05 
 2.32000000e+00  2.32000000e+00  2.32000000e+00  1.80012535e+00  2.32000000e+00 -1.69707645e-05 
 2.33000000e+00  2.33000000e+00  2.33000000e+00  1.80012687e+00  2.33000000e+00 -1.69710601e-05 
 2.34000000e+00  2.34000000e+00  2.34000000e+00  1.80012839e+00  2.34000000e+00 -1.69713519e-05 
 2.35000000e+00  2.35000000e+00  2.35000000e+00  1.80012990e+00  2.35000000e+00 -1.69716400e-05 
 2.36000000e+00  2.36000000e+00  2.36000000e+00  1.80013141e+00  2.36000000e+00 -1.69719245e-05 
 2.37000000e+00  2.37000000e+00  2.37000000e+00  1.80013292e+00  2.37000000e+00 -1.69722055e-05 
 2.38000000e+00  2.38000000e+00  2.38000000e+00  1.80013443e+00  2.38000000e+00 -1.69724830e-05 
 2.39000000e+00  2.39000000e+00  2.39000000e+00  1.80013594e+00  2.39000000e+00 -1.69727573e-05 
 2.40000000e+00  2.40000000e+00  2.40000000e+00  1.80013744e+00  2.40000000e+00 -1.69730283e-05 
 2.41000000e+00  2.41000000e+00  2.41000000e+00  1.80013894e+00  2.41000000e+00 -1.69732962e-05 
 2.42000000e+00  2.42000000e+00  2.42000000e+00  1.80014044e+00  2.42000000e+00 -1.69735611e-05 
 2.43000000e+00  2.43000000e+00  2.43000000e+00  1.80014194e+00  2.43000000e+00 -1.69738230e-05 
 2.44000000e+00  2.44000000e+00  2.44000000e+00  1.80014344e+00  2.44000000e+00 -1.69740820e-05 
 2.45000000e+00  2.45000000e+00  2.45000000e+00  1.80014493e+00  2.45000000e+00 -1.69743382e-05 
 2.46000000e+00  2.46000000e+00  2.46000000e+00  1.80014643e+00  2.46000000e+00 -1.69745917e-05 
 2.47000000e+00  2.47000000e+00  2.47000000e+00  1.80014792e+00  2.47000000e+00 -1.69748425e-05 
 2.48000000e+00  2.48000000e+00  2.48000000e+00  1.80014941e+00  2.48000000e+00 -1.69750907e-05 
 2.49000000e+00  2.49000000e+00  2.49000000e+00  1.80015090e+00  2.49000000e+00 -1.69753364e-05 
 2.50000000e+00  2.50000000e+00  2.50000000e+00  1.80015238e+00  2.50000000e+00 -1.69755795e-05 
 2.51000000e+00  2.51000000e+00  2.51000000e+00  1.80015387e+00  2.51000000e+00 -1.69758203e-05 
 2.52000000e+00  2.52000000e+00  2.52000000e+00  1.80015535e+00  2.52000000e+00 -1.69760587e-05 
 2.53000000e+00  2.53000000e+00  2.53000000e+00  1.80015684e+00  2.53000000e+00 -1.69762948e-05 
 2.54000000e+00  2.54000000e+00  2.54000000e+00  1.80015832e+00  2.54000000e+00 -1.69765286e-05 
