 1.00000000e+00  1.20670445e+02  1.00000000e+00 -1.35271511e+01 
 1.12201845e+00  1.20610766e+02  1.12201845e+00 -1.51086308e+01 
 1.25892541e+00  1.20536781e+02  1.25892541e+00 -1.68563738e+01 
 1.41253754e+00  1.20445397e+02  1.41253754e+00 -1.87809287e+01 
 1.58489319e+00  1.20333019e+02  1.58489319e+00 -2.08909810e+01 
 1.77827941e+00  1.20195556e+02  1.77827941e+00 -2.31923644e+01 
 1.99526231e+00  1.20028463e+02  1.99526231e+00 -2.56869281e+01 
 2.23872114e+00  1.19826852e+02  2.23872114e+00 -2.83713396e+01 
 2.51188643e+00  1.19585658e+02  2.51188643e+00 -3.12359660e+01 
 2.81838293e+00  1.19299895e+02  2.81838293e+00 -3.42640326e+01 
 3.16227766e+00  1.18964964e+02  3.16227766e+00 -3.74312875e+01 
 3.54813389e+00  1.18577001e+02  3.54813389e+00 -4.07063839e+01 
 3.98107171e+00  1.18133210e+02  3.98107171e+00 -4.40521013e+01 
 4.46683592e+00  1.17632129e+02  4.46683592e+00 -4.74273705e+01 
 5.01187234e+00  1.17073774e+02  5.01187234e+00 -5.07898795e+01 
 5.62341325e+00  1.16459638e+02  5.62341325e+00 -5.40988896e+01 
 6.30957344e+00  1.15792542e+02  6.30957344e+00 -5.73178319e+01 
 7.07945784e+00  1.15076359e+02  7.07945784e+00 -6.04163134e+01 
 7.94328235e+00  1.14315683e+02  7.94328235e+00 -6.33713205e+01 
 8.91250938e+00  1.13515483e+02  8.91250938e+00 -6.61675881e+01 
 1.00000000e+01  1.12680788e+02  1.00000000e+01 -6.87972598e+01 
 1.12201845e+01  1.11816438e+02  1.12201845e+01 -7.12590535e+01 
 1.25892541e+01  1.10926915e+02  1.25892541e+01 -7.35571600e+01 
 1.41253754e+01  1.10016233e+02  1.41253754e+01 -7.57000739e+01 
 1.58489319e+01  1.09087893e+02  1.58489319e+01 -7.76994937e+01 
 1.77827941e+01  1.08144879e+02  1.77827941e+01 -7.95693744e+01 
 1.99526231e+01  1.07189677e+02  1.99526231e+01 -8.13251643e+01 
 2.23872114e+01  1.06224316e+02  2.23872114e+01 -8.29832279e+01 
 2.51188643e+01  1.05250411e+02  2.51188643e+01 -8.45604345e+01 
 2.81838293e+01  1.04269206e+02  2.81838293e+01 -8.60738870e+01 
 3.16227766e+01  1.03281612e+02  3.16227766e+01 -8.75407609e+01 
 3.54813389e+01  1.02288234e+02  3.54813389e+01 -8.89782245e+01 
 3.98107171e+01  1.01289401e+02  3.98107171e+01 -9.04034165e+01 
 4.46683592e+01  1.00285169e+02  4.46683592e+01 -9.18334575e+01 
 5.01187234e+01  9.92753297e+01  5.01187234e+01 -9.32854757e+01 
 5.62341325e+01  9.82593996e+01  5.62341325e+01 -9.47766270e+01 
 6.30957344e+01  9.72366030e+01  6.30957344e+01 -9.63240896e+01 
 7.07945784e+01  9.62058453e+01  7.07945784e+01 -9.79450126e+01 
 7.94328235e+01  9.51656778e+01  7.94328235e+01 -9.96563933e+01 
 8.91250938e+01  9.41142564e+01  8.91250938e+01 -1.01474857e+02 
 1.00000000e+02  9.30492978e+01  1.00000000e+02 -1.03416310e+02 
 1.12201845e+02  9.19680382e+01  1.12201845e+02 -1.05495439e+02 
 1.25892541e+02  9.08672024e+01  1.25892541e+02 -1.07725027e+02 
 1.41253754e+02  8.97429959e+01  1.41253754e+02 -1.10115087e+02 
 1.58489319e+02  8.85911310e+01  1.58489319e+02 -1.12671819e+02 
 1.77827941e+02  8.74069053e+01  1.77827941e+02 -1.15396459e+02 
 1.99526231e+02  8.61853449e+01  1.99526231e+02 -1.18284126e+02 
 2.23872114e+02  8.49214207e+01  2.23872114e+02 -1.21322847e+02 
 2.51188643e+02  8.36103350e+01  2.51188643e+02 -1.24492970e+02 
 2.81838293e+02  8.22478579e+01  2.81838293e+02 -1.27767207e+02 
 3.16227766e+02  8.08306745e+01  3.16227766e+02 -1.31111469e+02 
 3.54813389e+02  7.93566895e+01  3.54813389e+02 -1.34486535e+02 
 3.98107171e+02  7.78252359e+01  3.98107171e+02 -1.37850436e+02 
 4.46683592e+02  7.62371443e+01  4.46683592e+02 -1.41161223e+02 
 5.01187234e+02  7.45946591e+01  5.01187234e+02 -1.44379719e+02 
 5.62341325e+02  7.29012194e+01  5.62341325e+02 -1.47471834e+02 
 6.30957344e+02  7.11611483e+01  6.30957344e+02 -1.50410146e+02 
 7.07945784e+02  6.93793052e+01  7.07945784e+02 -1.53174645e+02 
 7.94328235e+02  6.75607548e+01  7.94328235e+02 -1.55752682e+02 
 8.91250938e+02  6.57104886e+01  8.91250938e+02 -1.58138325e+02 
 1.00000000e+03  6.38332170e+01  1.00000000e+03 -1.60331326e+02 
 1.12201845e+03  6.19332363e+01  1.12201845e+03 -1.62335942e+02 
 1.25892541e+03  6.00143587e+01  1.25892541e+03 -1.64159760e+02 
 1.41253754e+03  5.80798936e+01  1.41253754e+03 -1.65812639e+02 
 1.58489319e+03  5.61326636e+01  1.58489319e+03 -1.67305821e+02 
 1.77827941e+03  5.41750419e+01  1.77827941e+03 -1.68651232e+02 
 1.99526231e+03  5.22090010e+01  1.99526231e+03 -1.69860949e+02 
 2.23872114e+03  5.02361660e+01  2.23872114e+03 -1.70946826e+02 
 2.51188643e+03  4.82578654e+01  2.51188643e+03 -1.71920236e+02 
 2.81838293e+03  4.62751790e+01  2.81838293e+03 -1.72791906e+02 
 3.16227766e+03  4.42889807e+01  3.16227766e+03 -1.73571835e+02 
 3.54813389e+03  4.22999745e+01  3.54813389e+03 -1.74269248e+02 
 3.98107171e+03  4.03087264e+01  3.98107171e+03 -1.74892599e+02 
 4.46683592e+03  3.83156900e+01  4.46683592e+03 -1.75449590e+02 
 5.01187234e+03  3.63212283e+01  5.01187234e+03 -1.75947205e+02 
 5.62341325e+03  3.43256312e+01  5.62341325e+03 -1.76391763e+02 
 6.30957344e+03  3.23291301e+01  6.30957344e+03 -1.76788962e+02 
 7.07945784e+03  3.03319091e+01  7.07945784e+03 -1.77143934e+02 
 7.94328235e+03  2.83341152e+01  7.94328235e+03 -1.77461297e+02 
 8.91250938e+03  2.63358650e+01  8.91250938e+03 -1.77745203e+02 
