 2.00000000e+00  2.00000000e+00  2.00000000e+00  1.80015069e+00  2.00000000e+00 -1.69450874e-05 
 2.01000000e+00  2.01000000e+00  2.01000000e+00  1.80015252e+00  2.01000000e+00 -1.69455456e-05 
 2.02000000e+00  2.02000000e+00  2.02000000e+00  1.80015435e+00  2.02000000e+00 -1.69459923e-05 
 2.03000000e+00  2.03000000e+00  2.03000000e+00  1.80015616e+00  2.03000000e+00 -1.69464280e-05 
 2.04000000e+00  2.04000000e+00  2.04000000e+00  1.80015797e+00  2.04000000e+00 -1.69468533e-05 
 2.05000000e+00  2.05000000e+00  2.05000000e+00  1.80015977e+00  2.05000000e+00 -1.69472688e-05 
 2.06000000e+00  2.06000000e+00  2.06000000e+00  1.80016156e+00  2.06000000e+00 -1.69476749e-05 
 2.07000000e+00  2.07000000e+00  2.07000000e+00  1.80016334e+00  2.07000000e+00 -1.69480721e-05 
 2.08000000e+00  2.08000000e+00  2.08000000e+00  1.80016512e+00  2.08000000e+00 -1.69484609e-05 
 2.09000000e+00  2.09000000e+00  2.09000000e+00  1.80016688e+00  2.09000000e+00 -1.69488416e-05 
 2.10000000e+00  2.10000000e+00  2.10000000e+00  1.80016865e+00  2.10000000e+00 -1.69492146e-05 
 2.11000000e+00  2.11000000e+00  2.11000000e+00  1.80017040e+00  2.11000000e+00 -1.69495803e-05 
 2.12000000e+00  2.12000000e+00  2.12000000e+00  1.80017216e+00  2.12000000e+00 -1.69499390e-05 
 2.13000000e+00  2.13000000e+00  2.13000000e+00  1.80017390e+00  2.13000000e+00 -1.69502910e-05 
 2.14000000e+00  2.14000000e+00  2.14000000e+00  1.80017564e+00  2.14000000e+00 -1.69506366e-05 
 2.15000000e+00  2.15000000e+00  2.15000000e+00  1.80017738e+00  2.15000000e+00 -1.69509761e-05 
 2.16000000e+00  2.16000000e+00  2.16000000e+00  1.80017911e+00  2.16000000e+00 -1.69513097e-05 
 2.17000000e+00  2.17000000e+00  2.17000000e+00  1.80018084e+00  2.17000000e+00 -1.69516376e-05 
 2.18000000e+00  2.18000000e+00  2.18000000e+00  1.80018257e+00  2.18000000e+00 -1.69519601e-05 
 2.19000000e+00  2.19000000e+00  2.19000000e+00  1.80018429e+00  2.19000000e+00 -1.69522774e-05 
 2.20000000e+00  2.20000000e+00  2.20000000e+00  1.80018600e+00  2.20000000e+00 -1.69525896e-05 
 2.21000000e+00  2.21000000e+00  2.21000000e+00  1.80018772e+00  2.21000000e+00 -1.69528970e-05 
 2.22000000e+00  2.22000000e+00  2.22000000e+00  1.80018943e+00  2.22000000e+00 -1.69531998e-05 
 2.23000000e+00  2.23000000e+00  2.23000000e+00  1.80019113e+00  2.23000000e+00 -1.69534980e-05 
