 2.00000000e+00  2.00000000e+00  2.00000000e+00  1.80004066e+00  2.00000000e+00 -2.23872073e-05  2.00000000e+00  2.46739100e-06 
 2.01000000e+00  2.01000000e+00  2.01000000e+00  1.80004269e+00  2.01000000e+00 -2.23889162e-05  2.01000000e+00  2.46739379e-06 
 2.02000000e+00  2.02000000e+00  2.02000000e+00  1.80004467e+00  2.02000000e+00 -2.23904122e-05  2.02000000e+00  2.46739650e-06 
 2.03000000e+00  2.03000000e+00  2.03000000e+00  1.80004663e+00  2.03000000e+00 -2.23918050e-05  2.03000000e+00  2.46739919e-06 
 2.04000000e+00  2.04000000e+00  2.04000000e+00  1.80004857e+00  2.04000000e+00 -2.23931105e-05  2.04000000e+00  2.46740184e-06 
 2.05000000e+00  2.05000000e+00  2.05000000e+00  1.80005048e+00  2.05000000e+00 -2.23943414e-05  2.05000000e+00  2.46740446e-06 
 2.06000000e+00  2.06000000e+00  2.06000000e+00  1.80005238e+00  2.06000000e+00 -2.23955077e-05  2.06000000e+00  2.46740706e-06 
 2.07000000e+00  2.07000000e+00  2.07000000e+00  1.80005426e+00  2.07000000e+00 -2.23966174e-05  2.07000000e+00  2.46740965e-06 
 2.08000000e+00  2.08000000e+00  2.08000000e+00  1.80005613e+00  2.08000000e+00 -2.23976772e-05  2.08000000e+00  2.46741221e-06 
 2.09000000e+00  2.09000000e+00  2.09000000e+00  1.80005799e+00  2.09000000e+00 -2.23986925e-05  2.09000000e+00  2.46741475e-06 
 2.10000000e+00  2.10000000e+00  2.10000000e+00  1.80005983e+00  2.10000000e+00 -2.23996680e-05  2.10000000e+00  2.46741728e-06 
 2.11000000e+00  2.11000000e+00  2.11000000e+00  1.80006167e+00  2.11000000e+00 -2.24006074e-05  2.11000000e+00  2.46741980e-06 
 2.12000000e+00  2.12000000e+00  2.12000000e+00  1.80006349e+00  2.12000000e+00 -2.24015140e-05  2.12000000e+00  2.46742230e-06 
 2.13000000e+00  2.13000000e+00  2.13000000e+00  1.80006531e+00  2.13000000e+00 -2.24023907e-05  2.13000000e+00  2.46742478e-06 
 2.14000000e+00  2.14000000e+00  2.14000000e+00  1.80006711e+00  2.14000000e+00 -2.24032397e-05  2.14000000e+00  2.46742726e-06 
 2.15000000e+00  2.15000000e+00  2.15000000e+00  1.80006891e+00  2.15000000e+00 -2.24040633e-05  2.15000000e+00  2.46742973e-06 
 2.16000000e+00  2.16000000e+00  2.16000000e+00  1.80007070e+00  2.16000000e+00 -2.24048633e-05  2.16000000e+00  2.46743218e-06 
 2.17000000e+00  2.17000000e+00  2.17000000e+00  1.80007249e+00  2.17000000e+00 -2.24056412e-05  2.17000000e+00  2.46743463e-06 
 2.18000000e+00  2.18000000e+00  2.18000000e+00  1.80007426e+00  2.18000000e+00 -2.24063986e-05  2.18000000e+00  2.46743706e-06 
 2.19000000e+00  2.19000000e+00  2.19000000e+00  1.80007603e+00  2.19000000e+00 -2.24071367e-05  2.19000000e+00  2.46743949e-06 
