 1.00000000e+00  7.61990498e+01 
 1.12201845e+00  7.61989580e+01 
 1.25892541e+00  7.61988426e+01 
 1.41253754e+00  7.61986972e+01 
 1.58489319e+00  7.61985142e+01 
 1.77827941e+00  7.61982838e+01 
 1.99526231e+00  7.61979938e+01 
 2.23872114e+00  7.61976287e+01 
 2.51188643e+00  7.61971691e+01 
 2.81838293e+00  7.61965907e+01 
 3.16227766e+00  7.61958625e+01 
 3.54813389e+00  7.61949460e+01 
 3.98107171e+00  7.61937924e+01 
 4.46683592e+00  7.61923406e+01 
 5.01187234e+00  7.61905136e+01 
 5.62341325e+00  7.61882146e+01 
 6.30957344e+00  7.61853220e+01 
 7.07945784e+00  7.61816833e+01 
 7.94328235e+00  7.61771067e+01 
 8.91250938e+00  7.61713520e+01 
 1.00000000e+01  7.61641180e+01 
 1.12201845e+01  7.61550281e+01 
 1.25892541e+01  7.61436115e+01 
 1.41253754e+01  7.61292815e+01 
 1.58489319e+01  7.61113081e+01 
 1.77827941e+01  7.60887861e+01 
 1.99526231e+01  7.60605977e+01 
 2.23872114e+01  7.60253687e+01 
 2.51188643e+01  7.59814207e+01 
 2.81838293e+01  7.59267184e+01 
 3.16227766e+01  7.58588178e+01 
 3.54813389e+01  7.57748184e+01 
 3.98107171e+01  7.56713286e+01 
 4.46683592e+01  7.55444543e+01 
 5.01187234e+01  7.53898256e+01 
 5.62341325e+01  7.52026757e+01 
 6.30957344e+01  7.49779868e+01 
 7.07945784e+01  7.47107097e+01 
 7.94328235e+01  7.43960533e+01 
 8.91250938e+01  7.40298215e+01 
 1.00000000e+02  7.36087586e+01 
 1.12201845e+02  7.31308494e+01 
 1.25892541e+02  7.25955180e+01 
 1.41253754e+02  7.20036873e+01 
 1.58489319e+02  7.13576854e+01 
 1.77827941e+02  7.06610180e+01 
 1.99526231e+02  6.99180540e+01 
 2.23872114e+02  6.91336771e+01 
 2.51188643e+02  6.83129576e+01 
 2.81838293e+02  6.74608780e+01 
 3.16227766e+02  6.65821306e+01 
 3.54813389e+02  6.56809893e+01 
 3.98107171e+02  6.47612438e+01 
 4.46683592e+02  6.38261845e+01 
 5.01187234e+02  6.28786202e+01 
 5.62341325e+02  6.19209186e+01 
 6.30957344e+02  6.09550561e+01 
 7.07945784e+02  5.99826722e+01 
 7.94328235e+02  5.90051229e+01 
 8.91250938e+02  5.80235301e+01 
 1.00000000e+03  5.70388269e+01 
 1.12201845e+03  5.60517976e+01 
 1.25892541e+03  5.50631133e+01 
 1.41253754e+03  5.40733635e+01 
 1.58489319e+03  5.30830850e+01 
 1.77827941e+03  5.20927879e+01 
 1.99526231e+03  5.11029819e+01 
 2.23872114e+03  5.01142017e+01 
 2.51188643e+03  4.91270335e+01 
 2.81838293e+03  4.81421442e+01 
 3.16227766e+03  4.71603132e+01 
 3.54813389e+03  4.61824689e+01 
 3.98107171e+03  4.52097300e+01 
 4.46683592e+03  4.42434529e+01 
 5.01187234e+03  4.32852849e+01 
 5.62341325e+03  4.23372231e+01 
 6.30957344e+03  4.14016779e+01 
 7.07945784e+03  4.04815363e+01 
 7.94328235e+03  3.95802214e+01 
 8.91250938e+03  3.87017381e+01 
 1.00000000e+04  3.78506944e+01 
 1.12201845e+04  3.70322854e+01 
 1.25892541e+04  3.62522226e+01 
 1.41253754e+04  3.55166007e+01 
 1.58489319e+04  3.48316940e+01 
 1.77827941e+04  3.42036950e+01 
 1.99526231e+04  3.36384204e+01 
 2.23872114e+04  3.31410277e+01 
 2.51188643e+04  3.27157938e+01 
 2.81838293e+04  3.23660006e+01 
 3.16227766e+04  3.20939496e+01 
 3.54813389e+04  3.19010939e+01 
 3.98107171e+04  3.17882447e+01 
 4.46683592e+04  3.17557854e+01 
 5.01187234e+04  3.18038281e+01 
 5.62341325e+04  3.19322643e+01 
 6.30957344e+04  3.21406953e+01 
 7.07945784e+04  3.24282634e+01 
 7.94328235e+04  3.27934367e+01 
 8.91250938e+04  3.32338158e+01 
 1.00000000e+05  3.37460244e+01 
 1.12201845e+05  3.43257242e+01 
 1.25892541e+05  3.49677580e+01 
 1.41253754e+05  3.56663945e+01 
 1.58489319e+05  3.64156284e+01 
 1.77827941e+05  3.72094855e+01 
 1.99526231e+05  3.80422948e+01 
 2.23872114e+05  3.89089040e+01 
 2.51188643e+05  3.98048364e+01 
 2.81838293e+05  4.07263979e+01 
 3.16227766e+05  4.16707510e+01 
 3.54813389e+05  4.26359809e+01 
 3.98107171e+05  4.36211753e+01 
 4.46683592e+05  4.46265468e+01 
 5.01187234e+05  4.56536256e+01 
 5.62341325e+05  4.67055559e+01 
 6.30957344e+05  4.77875281e+01 
 7.07945784e+05  4.89073766e+01 
 7.94328235e+05  5.00763414e+01 
 8.91250938e+05  5.13099263e+01 
 1.00000000e+06  5.26286441e+01 
 1.12201845e+06  5.40582243e+01 
 1.25892541e+06  5.56286399e+01 
 1.41253754e+06  5.73713288e+01 
 1.58489319e+06  5.93145846e+01 
 1.77827941e+06  6.14783299e+01 
 1.99526231e+06  6.38705310e+01 
