 1.00000000e+00  7.57565789e+01 
 1.12201845e+00  7.57565016e+01 
 1.25892541e+00  7.57564043e+01 
 1.41253754e+00  7.57562814e+01 
 1.58489319e+00  7.57561271e+01 
 1.77827941e+00  7.57559330e+01 
 1.99526231e+00  7.57556883e+01 
 2.23872114e+00  7.57553801e+01 
 2.51188643e+00  7.57549926e+01 
 2.81838293e+00  7.57545048e+01 
 3.16227766e+00  7.57538911e+01 
 3.54813389e+00  7.57531176e+01 
 3.98107171e+00  7.57521452e+01 
 4.46683592e+00  7.57509202e+01 
 5.01187234e+00  7.57493792e+01 
 5.62341325e+00  7.57474399e+01 
 6.30957344e+00  7.57449997e+01 
 7.07945784e+00  7.57419292e+01 
 7.94328235e+00  7.57380676e+01 
 8.91250938e+00  7.57332104e+01 
 1.00000000e+01  7.57271029e+01 
 1.12201845e+01  7.57194271e+01 
 1.25892541e+01  7.57097823e+01 
 1.41253754e+01  7.56976712e+01 
 1.58489319e+01  7.56824716e+01 
 1.77827941e+01  7.56634122e+01 
 1.99526231e+01  7.56395360e+01 
 2.23872114e+01  7.56096631e+01 
 2.51188643e+01  7.55723454e+01 
 2.81838293e+01  7.55258167e+01 
 3.16227766e+01  7.54679405e+01 
 3.54813389e+01  7.53961589e+01 
 3.98107171e+01  7.53074466e+01 
 4.46683592e+01  7.51982816e+01 
 5.01187234e+01  7.50646420e+01 
 5.62341325e+01  7.49020456e+01 
 6.30957344e+01  7.47056442e+01 
 7.07945784e+01  7.44703886e+01 
 7.94328235e+01  7.41912680e+01 
 8.91250938e+01  7.38636139e+01 
 1.00000000e+02  7.34834448e+01 
 1.12201845e+02  7.30478046e+01 
 1.25892541e+02  7.25550416e+01 
 1.41253754e+02  7.20049745e+01 
 1.58489319e+02  7.13989123e+01 
 1.77827941e+02  7.07395223e+01 
 1.99526231e+02  7.00305762e+01 
 2.23872114e+02  6.92766210e+01 
 2.51188643e+02  6.84826328e+01 
 2.81838293e+02  6.76537001e+01 
 3.16227766e+02  6.67947680e+01 
 3.54813389e+02  6.59104574e+01 
 3.98107171e+02  6.50049546e+01 
 4.46683592e+02  6.40819631e+01 
 5.01187234e+02  6.31446998e+01 
 5.62341325e+02  6.21959232e+01 
 6.30957344e+02  6.12379805e+01 
 7.07945784e+02  6.02728638e+01 
 7.94328235e+02  5.93022698e+01 
 8.91250938e+02  5.83276596e+01 
 1.00000000e+03  5.73503155e+01 
 1.12201845e+03  5.63713952e+01 
 1.25892541e+03  5.53919839e+01 
 1.41253754e+03  5.44131435e+01 
 1.58489319e+03  5.34359630e+01 
 1.77827941e+03  5.24616079e+01 
 1.99526231e+03  5.14913722e+01 
 2.23872114e+03  5.05267335e+01 
 2.51188643e+03  4.95694097e+01 
 2.81838293e+03  4.86214192e+01 
 3.16227766e+03  4.76851407e+01 
 3.54813389e+03  4.67633700e+01 
 3.98107171e+03  4.58593666e+01 
 4.46683592e+03  4.49768803e+01 
 5.01187234e+03  4.41201471e+01 
 5.62341325e+03  4.32938379e+01 
 6.30957344e+03  4.25029459e+01 
 7.07945784e+03  4.17526026e+01 
 7.94328235e+03  4.10478200e+01 
 8.91250938e+03  4.03931737e+01 
 1.00000000e+04  3.97924601e+01 
 1.12201845e+04  3.92483742e+01 
 1.25892541e+04  3.87622672e+01 
 1.41253754e+04  3.83340308e+01 
 1.58489319e+04  3.79621343e+01 
 1.77827941e+04  3.76438098e+01 
 1.99526231e+04  3.73753487e+01 
 2.23872114e+04  3.71524591e+01 
 2.51188643e+04  3.69706274e+01 
 2.81838293e+04  3.68254441e+01 
 3.16227766e+04  3.67128661e+01 
 3.54813389e+04  3.66294111e+01 
 3.98107171e+04  3.65722891e+01 
 4.46683592e+04  3.65394826e+01 
 5.01187234e+04  3.65297921e+01 
 5.62341325e+04  3.65428579e+01 
 6.30957344e+04  3.65791650e+01 
 7.07945784e+04  3.66400364e+01 
 7.94328235e+04  3.67276086e+01 
 8.91250938e+04  3.68447831e+01 
 1.00000000e+05  3.69951396e+01 
 1.12201845e+05  3.71827989e+01 
 1.25892541e+05  3.74122220e+01 
 1.41253754e+05  3.76879436e+01 
 1.58489319e+05  3.80142504e+01 
 1.77827941e+05  3.83948341e+01 
 1.99526231e+05  3.88324696e+01 
 2.23872114e+05  3.93287788e+01 
 2.51188643e+05  3.98841421e+01 
 2.81838293e+05  4.04978053e+01 
 3.16227766e+05  4.11682087e+01 
 3.54813389e+05  4.18935487e+01 
 3.98107171e+05  4.26725792e+01 
 4.46683592e+05  4.35056819e+01 
 5.01187234e+05  4.43962619e+01 
 5.62341325e+05  4.53525327e+01 
 6.30957344e+05  4.63896736e+01 
 7.07945784e+05  4.75320340e+01 
 7.94328235e+05  4.88144021e+01 
 8.91250938e+05  5.02804285e+01 
 1.00000000e+06  5.19760073e+01 
 1.12201845e+06  5.39375197e+01 
 1.25892541e+06  5.61797009e+01 
 1.41253754e+06  5.86909388e+01 
 1.58489319e+06  6.14393866e+01 
 1.77827941e+06  6.43846834e+01 
 1.99526231e+06  6.74865898e+01 
 2.23872114e+06  7.07046146e+01 
 2.51188643e+06  7.39851333e+01 
 2.81838293e+06  7.72320277e+01 
 3.16227766e+06  8.02644465e+01 
 3.54813389e+06  8.28114512e+01 
 3.98107171e+06  8.46495130e+01 
 4.46683592e+06  8.58108119e+01 
 5.01187234e+06  8.65453693e+01 
 5.62341325e+06  8.71011036e+01 
 6.30957344e+06  8.76242526e+01 
 7.07945784e+06  8.81799327e+01 
 7.94328235e+06  8.87909284e+01 
 8.91250938e+06  8.94616337e+01 
 1.00000000e+07  9.01894220e+01 
 1.12201845e+07  9.09695066e+01 
 1.25892541e+07  9.17968952e+01 
 1.41253754e+07  9.26671199e+01 
 1.58489319e+07  9.35764544e+01 
 1.77827941e+07  9.45219002e+01 
 1.99526231e+07  9.55010421e+01 
 2.23872114e+07  9.65118131e+01 
 2.51188643e+07  9.75521914e+01 
 2.81838293e+07  9.86198600e+01 
 3.16227766e+07  9.97118714e+01 
 3.54813389e+07  1.00824372e+02 
 3.98107171e+07  1.01952444e+02 
 4.46683592e+07  1.03090107e+02 
 5.01187234e+07  1.04230502e+02 
 5.62341325e+07  1.05366216e+02 
 6.30957344e+07  1.06489701e+02 
 7.07945784e+07  1.07593672e+02 
 7.94328235e+07  1.08671419e+02 
 8.91250938e+07  1.09716967e+02 
 1.00000000e+08  1.10725096e+02 
