sweep,point,dc_gain_db,n_0db_crossings,unity_gain_freq_hz,phase_margin_deg,phase_margin_worst_deg,n_gain_margin_crossings,gain_margin_freq_hz,gain_margin_db
cc_value,0.5x,123.796613,1,91107.72430950012,65.93146433699033,65.93146433699033,1,871838.0246949982,20.555770317665957
cc_value,1x,123.796296,1,86529.23450335066,74.78847390761271,74.78847390761271,1,877539.1024327901,20.662419814862005
cc_value,2x,123.795085,1,84976.06108749738,79.84571349191314,79.84571349191314,1,876934.0596163839,20.611742475931404
res_corner,bcs,123.708845,1,67112.41599512992,69.0468918009376,69.0468918009376,1,938255.3138978218,24.142289634958807
res_corner,typ,123.796296,1,86529.23450335066,74.78847390761271,74.78847390761271,1,877539.1024327901,20.662419814862005
res_corner,wcs,123.849242,2,106820.86242776351,76.8048773961361,-164.21629047968338,1,826203.0920413744,17.906791289051593
