corner,temp_c,res_section,iq_a,vout_no_load_v,i_divider_a,r_divider_leg_ohm,line_reg_in_regulation,line_reg_mv_per_v,dropout_v_50ma,dropout_v_50ma_floor,vout_at_vinmax_50ma_v,load_reg_pct,dc_gain_db,n_0db_crossings,unity_gain_freq_hz,phase_margin_deg,phase_margin_worst_deg,n_gain_margin_crossings,gain_margin_freq_hz,gain_margin_db,psrr_db_1khz,psrr_db_100khz
ss,-40,res_bcs,2.32718743e-05,1.80022787,3.28963719e-06,273621.0356984686,True,0.16228787878799533,0.19999999999999996,0.19999999999999996,1.80014429,0.007719896213889204,124.592986,1,101910.30506783254,67.86594937833591,67.86594937833591,1,969716.0841757051,20.70258733563637,61.5584968,33.2066965
ss,-40,res_wcs,2.19547117e-05,1.80023043,1.97432243e-06,455910.95016835723,True,0.16286363636361806,0.19999999999999996,0.19999999999999996,1.80014429,0.007877081315014817,124.703408,2,162247.51839767297,73.2457325857901,-166.28947300182836,1,841364.2898661532,14.500832517107572,61.5322487,36.6189159
ss,27,res_typ,2.2843089e-05,1.80028164,2.87126015e-06,313500.2657282726,True,0.1733939393938454,0.19999999999999996,0.19999999999999996,1.80017276,0.009385995794330984,124.044249,1,86534.89540286333,68.12716459082303,68.12716459082303,1,882628.5991271298,20.96245246920507,60.1270292,33.8858455
ss,27,res_bcs,2.38013337e-05,1.80027955,3.82769124e-06,235165.1997406144,True,0.17275757575764852,0.19999999999999996,0.19999999999999996,1.80017276,0.009254366303180828,123.955475,1,69800.75911887572,59.45581435022841,59.45581435022841,1,941660.9438721313,24.417857170570958,60.1374579,32.7936008
ss,27,res_wcs,2.226762e-05,1.80028328,2.29724469e-06,391835.3338320264,True,0.17389393939383455,0.19999999999999996,0.19999999999999996,1.80017276,0.009488744312415733,124.098016,1,105172.84904915145,72.33363342058797,72.33363342058797,1,831644.7458234477,18.196757810049647,60.1173845,34.9958327
ss,125,res_typ,2.3496901e-05,1.80039644,3.61293081e-06,249160.1050062733,True,0.20590909090920861,0.24,0.19999999999999996,1.80022555,0.013558684384839976,122.521893,1,51799.9154052344,54.349775026963215,54.349775026963215,1,831335.318772006,26.237372782670057,58.2092744,34.232987
ss,125,res_bcs,2.47222854e-05,1.8003897,4.81640366e-06,186901.8698486746,True,0.2040909090906381,0.24,0.19999999999999996,1.80022555,0.01314384717435053,122.394017,1,45722.52874052556,43.35340409788475,43.35340409788475,1,874468.368074398,29.756321056327636,58.216823,33.9109686
ss,125,res_wcs,2.27518176e-05,1.80040267,2.89064971e-06,311418.3402734052,True,0.20745454545435435,0.24,0.19999999999999996,1.80022555,0.01393853230554073,122.599644,1,59504.561052230594,62.41588144468135,62.41588144468135,1,793485.4799860467,23.57142538212339,58.2022225,34.6302691
ff,-40,res_typ,2.24481631e-05,1.80027883,2.46771748e-06,364765.99217508483,True,0.17306060606051932,0.19999999999999996,0.19999999999999996,1.80019527,0.007954615289901499,124.197,2,141782.04170258445,72.12015807392599,-160.70123439379444,1,880869.5051681936,16.540264382617806,61.8501962,35.1467413
ff,-40,res_bcs,2.3271496e-05,1.80027729,3.2897275e-06,273621.0354809023,True,0.17265151515155963,0.19999999999999996,0.19999999999999996,1.80019527,0.007859085208040599,124.130435,2,109563.94310654669,68.25946612300433,-158.13402397098764,1,949929.7905383988,19.974728009033488,61.8653556,33.206448
ff,-40,res_wcs,2.19537756e-05,1.80028003,1.97437683e-06,455910.9493804179,True,0.1733939393938454,0.19999999999999996,0.19999999999999996,1.80019527,0.008029039762067368,124.237229,2,174887.43672578112,72.29445237708343,-162.87446682598414,1,823514.2171269304,13.827145304245573,61.8361082,36.8098713
ff,27,res_typ,2.28349384e-05,1.80033412,2.87134384e-06,313500.2668297643,True,0.18657575757562214,0.19999999999999996,0.19999999999999996,1.8002244,0.009717288556002646,123.483008,2,92646.41588582695,68.6049130289002,-160.4388853116967,1,864166.642333877,20.239609388117,60.4223252,33.7972901
ff,27,res_bcs,2.37944109e-05,1.80033175,3.82780223e-06,235165.19948315094,True,0.18580303030321746,0.19999999999999996,0.19999999999999996,1.8002244,0.009567891555632809,123.396894,1,74286.66899497986,60.44868380819469,60.44868380819469,1,923898.6318667339,23.71696043717026,60.4340014,32.5745229
ff,27,res_wcs,2.22583876e-05,1.80033598,2.29731194e-06,391835.3334288595,True,0.18721212121215547,0.19999999999999996,0.19999999999999996,1.8002244,0.009835584005410373,123.535154,2,112862.78708393393,72.32359788122152,-162.36581382925363,1,814582.5480741166,17.53896333415647,60.4114373,35.0062572
ff,125,res_typ,2.27065475e-05,1.80060306,3.61334544e-06,249160.10521263644,True,0.2407424242421222,0.19999999999999996,0.19999999999999996,1.80028574,0.02239142980462944,121.545474,1,54620.01725127028,55.44996810877571,55.44996810877571,1,814936.1395116576,25.574453275873864,58.48194,33.9418356
ff,125,res_bcs,2.41744736e-05,1.80055199,4.81683782e-06,186901.86978311013,True,0.2352272727275186,0.19999999999999996,0.19999999999999996,1.80028574,0.019448129084041324,121.421069,1,47896.90185725785,44.4824865905116,44.4824865905116,1,858030.7867311796,29.02412194531543,58.4906554,33.5681717
ff,125,res_wcs,2.1715445e-05,1.8006551,2.89105499e-06,311418.34144081775,True,0.245772727272469,0.19999999999999996,0.19999999999999996,1.80028575,0.025376751210738756,121.621097,1,63062.24835124689,63.30543290501109,63.30543290501109,1,776038.0593946159,22.864104037743587,58.4737244,34.3964044
sf,-40,res_typ,2.24486051e-05,1.80024742,2.46767442e-06,364765.9929140895,True,0.16468181818185218,0.19999999999999996,0.19999999999999996,1.80016636,0.007650374220949422,124.613125,2,139237.47198347092,72.21001932201972,-161.64117063782692,1,882991.8395901935,16.64773328655519,61.7902975,35.1157799
sf,-40,res_bcs,2.32718336e-05,1.80024596,3.28967024e-06,273621.0362531656,True,0.1642878787879519,0.19999999999999996,0.19999999999999996,1.80016636,0.00755928538563246,124.546003,2,107648.73838179246,68.16150644318789,-159.12381465079056,1,951902.5089783209,20.090275937241827,61.8044981,33.2031854
sf,-40,res_wcs,2.19542996e-05,1.80024856,1.97434231e-06,455910.95092319633,True,0.1649848484850594,0.19999999999999996,0.19999999999999996,1.80016636,0.007720912412331609,124.653692,2,171781.82161381995,72.54229987144194,-163.74512304640336,1,825489.732203985,13.919532949853616,61.7771644,36.7640332
sf,27,res_typ,2.28381248e-05,1.80030091,2.87129087e-06,313500.2672160484,True,0.17719696969697668,0.19999999999999996,0.19999999999999996,1.80019517,0.00930923493824161,123.918952,1,91108.67166926246,68.50182195752686,68.50182195752686,1,866239.7101695187,20.35221932773099,60.3612689,33.8163762
sf,27,res_bcs,2.37971042e-05,1.80029871,3.82773197e-06,235165.2001903362,True,0.17646969696975032,0.19999999999999996,0.19999999999999996,1.80019517,0.009169831375852956,123.832179,1,73154.18187727044,60.20291512221664,60.20291512221664,1,925780.7658827482,23.836076115338578,60.3721841,32.6253868
sf,27,res_wcs,2.22620177e-05,1.80030264,2.29726939e-06,391835.33455778117,True,0.17775757575754,0.19999999999999996,0.19999999999999996,1.80019517,0.009418647023710999,123.971498,2,110947.12999366417,72.34148490884051,-163.34844103187476,1,816605.2080866902,17.636611251045657,60.3511402,35.0021325
sf,125,res_typ,2.31142775e-05,1.80048377,3.61310605e-06,249160.10561051758,True,0.21975757575763752,0.19999999999999996,0.19999999999999996,1.8002505,0.017313480926941786,122.164441,1,53923.162594174704,55.1758236673611,55.1758236673611,1,817309.1189759102,25.683628912019632,58.4268293,34.011975
sf,125,res_bcs,2.44621664e-05,1.80045604,4.81658114e-06,186901.8695696674,True,0.2159696969695657,0.19999999999999996,0.19999999999999996,1.8002505,0.015697572775583608,122.039152,1,47358.906643054564,44.194681941404355,44.194681941404355,1,860225.6334143075,29.15180481963799,58.4348512,33.6513604
sf,125,res_wcs,2.22378846e-05,1.80051272,2.89082639e-06,311418.3415213668,True,0.2232424242425021,0.19999999999999996,0.19999999999999996,1.8002505,0.018989305753053572,122.240605,1,62185.32206232109,63.08946016252371,63.08946016252371,1,778676.6251112025,22.972036853115426,58.4193059,34.4524955
fs,-40,res_typ,2.24489668e-05,1.80025887,2.46769011e-06,364765.99365225807,True,0.1703636363637917,0.19999999999999996,0.19999999999999996,1.80017162,0.008084686544429825,124.278119,2,134011.0779773045,72.37559633784186,-163.38069095952613,1,898626.3921011746,17.134804302559317,61.6100965,35.0523498
fs,-40,res_bcs,2.3272059e-05,1.80025736,3.28969108e-06,273621.0355654428,True,0.17000000000001028,0.19999999999999996,0.19999999999999996,1.80017162,0.007991932525159347,124.209866,1,103767.31895770726,67.98332276591483,67.98332276591483,1,968347.0724495479,20.584755936142095,61.6246374,33.2041019
fs,-40,res_wcs,2.19547724e-05,1.80026005,1.97435491e-06,455910.9511875958,True,0.17063636363620718,0.19999999999999996,0.19999999999999996,1.80017162,0.0081568901528806,124.319373,2,165274.63683183526,73.02630278751151,-165.3711952335808,1,839867.9067891897,14.40447946461666,61.5966241,36.6632647
fs,27,res_typ,2.28420026e-05,1.80031251,2.87130937e-06,313500.26730139495,True,0.18198484848502677,0.19999999999999996,0.19999999999999996,1.80020027,0.009743521920147024,123.646064,1,88002.72555432912,68.27980839685594,68.27980839685594,1,881114.3240786607,20.84856861194673,60.1923126,33.8615845
fs,27,res_bcs,2.38004381e-05,1.8003103,3.82775662e-06,235165.19971429114,True,0.18130303030297873,0.19999999999999996,0.19999999999999996,1.80020027,0.009604675350671093,123.557952,1,70870.64989125333,59.73595817728253,59.73595817728253,1,940379.804341147,24.29690106277738,60.2034418,32.737967
fs,27,res_wcs,2.2266375e-05,1.80031423,2.29728419e-06,391835.3327456626,True,0.18250000000007538,0.19999999999999996,0.19999999999999996,1.80020027,0.00985182197664183,123.699424,1,107025.178982574,72.34693746578463,72.34693746578463,1,830123.9692444066,18.0958373396141,60.1819836,34.9955024
fs,125,res_typ,2.34409689e-05,1.80044602,3.6130303e-06,249160.10529997494,True,0.21996969696947885,0.21999999999999997,0.19999999999999996,1.8002579,0.014797911590568551,121.988548,1,52483.50509593386,54.635843699623734,54.635843699623734,1,829607.3479770038,26.124686792007658,58.2687834,34.1604601
fs,125,res_bcs,2.4683725e-05,1.80043595,4.81652739e-06,186901.869772197,True,0.2177121212121662,0.21999999999999997,0.19999999999999996,1.8002579,0.014189841709537349,121.861522,1,46252.10070575658,43.65017245060304,43.65017245060304,1,872952.3514877291,29.628297299331912,58.276944,33.8263338
fs,125,res_wcs,2.26764261e-05,1.80045592,2.8907352e-06,311418.3409120282,True,0.22192424242425715,0.21999999999999997,0.19999999999999996,1.8002579,0.015389314928002584,122.065778,1,60362.930149922795,62.646222067710426,62.646222067710426,1,791467.5899421624,23.461177254514347,58.2611215,34.5710654
