corner,temp_c,res_section,iq_a,vout_no_load_v,i_divider_a,r_divider_leg_ohm,line_reg_in_regulation,line_reg_mv_per_v,dropout_v_50ma,dropout_v_50ma_floor,vout_at_vinmax_50ma_v,load_reg_pct,dc_gain_db,n_0db_crossings,unity_gain_freq_hz,phase_margin_deg,phase_margin_worst_deg,n_gain_margin_crossings,gain_margin_freq_hz,gain_margin_db,psrr_db_1khz,psrr_db_100khz
tt,-40,res_typ,2.24488955e-05,1.80025256,2.46768146e-06,364765.9937437792,True,0.16727272727282735,0.19999999999999996,0.19999999999999996,1.80016861,0.00785142576226374,124.458085,2,134347.4873733773,76.19147145878372,-162.4084921234704,1,894265.4118164293,16.94887992294004,57.1986287,35.4054753
tt,-40,res_bcs,2.32720498e-05,1.80025107,3.28967959e-06,273621.03523279604,True,0.16690909090904596,0.19999999999999996,0.19999999999999996,1.8001686,0.007760337450201244,124.390409,1,102285.17148988461,74.35931315938966,74.35931315938966,1,964674.417784994,20.403446538024024,57.2066008,33.7331763
tt,-40,res_wcs,2.19546506e-05,1.80025371,1.97434796e-06,455910.9504689336,True,0.16756060606063872,0.19999999999999996,0.19999999999999996,1.80016861,0.007922518997328066,124.498989,2,166574.79032319342,75.41744841004065,-164.351542948212,1,835073.0810984271,14.199491850952004,57.1935977,36.910832
tt,27,res_typ,2.28404208e-05,1.80030601,2.87129901e-06,313500.26655705215,True,0.17931818181808157,0.19999999999999996,0.19999999999999996,1.8001973,0.00950583203957733,123.796296,1,86529.23450335066,74.78847390761271,74.78847390761271,1,877539.1024327901,20.662419814862005,55.7457339,34.3263453
tt,27,res_bcs,2.37990811e-05,1.80030382,3.82774283e-06,235165.20047925998,True,0.17860606060625106,0.19999999999999996,0.19999999999999996,1.8001973,0.009366984580926541,123.708845,1,67112.41599512992,69.0468918009376,69.0468918009376,1,938255.3138978218,24.142289634958807,55.7519493,33.3330221
tt,27,res_wcs,2.22645974e-05,1.80030773,2.29727589e-06,391835.3337177974,True,0.17987878787898132,0.19999999999999996,0.19999999999999996,1.8001973,0.009614688177501536,123.849242,2,106820.86242776351,76.8048773961361,-164.21629047968338,1,826203.0920413744,17.906791289051593,55.7416962,35.3566323
tt,125,res_typ,2.33321828e-05,1.80045477,3.61304785e-06,249160.10591999217,True,0.2186818181816892,0.20999999999999974,0.19999999999999996,1.80025355,0.015507632221540375,122.100439,1,48242.526711866696,64.98260238599778,64.98260238599778,1,828215.4928821552,25.97915455323377,53.7941473,34.5908308
tt,125,res_bcs,2.46101693e-05,1.80043882,4.81653506e-06,186901.87007587153,True,0.21587878787887269,0.20999999999999974,0.19999999999999996,1.80025355,0.014563604738656618,121.974287,1,40160.2956781181,54.48993863842924,54.48993863842924,1,873188.9171662162,29.52263567561858,53.7991695,34.2909679
tt,125,res_wcs,2.25287459e-05,1.80047123,2.89075978e-06,311418.3410286689,True,0.2212575757572685,0.20999999999999974,0.19999999999999996,1.80025355,0.016474408949813214,122.177132,1,57718.90546372535,71.30438052591472,71.30438052591472,1,788923.2926113595,23.28614371414092,53.7905081,34.9627971
ss,-40,res_typ,2.24488523e-05,1.80022931,2.4676496e-06,364765.9923029591,True,0.16260606060626198,0.19999999999999996,0.19999999999999996,1.80014429,0.007808208752037027,124.66157,1,129214.10629133644,76.46966191735291,76.46966191735291,1,902869.192454463,17.281292817908614,57.0315935,35.3578421
ss,-40,res_bcs,2.32718743e-05,1.80022787,3.28963719e-06,273621.0356984686,True,0.16228787878799533,0.19999999999999996,0.19999999999999996,1.80014429,0.007719896213889204,124.592749,1,98413.49331526444,74.31797607791069,74.31797607791069,1,974052.49294552,20.77283093114096,57.0388269,33.7460244
ss,-40,res_wcs,2.19547117e-05,1.80023043,1.97432243e-06,455910.95016835723,True,0.16286363636361806,0.19999999999999996,0.19999999999999996,1.80014429,0.007877081315014817,124.703169,2,160260.0384219199,75.96842456856234,-166.21218229402683,1,843588.9873758834,14.542487205258299,57.0272985,36.8257232
ss,27,res_typ,2.2843089e-05,1.80028164,2.87126015e-06,313500.2657282726,True,0.1733939393938454,0.19999999999999996,0.19999999999999996,1.80017276,0.009385995794330984,124.043946,1,83441.10966370092,74.69107931044654,74.69107931044654,1,886296.3287371127,21.028355736174564,55.5862925,34.3750934
ss,27,res_bcs,2.38013337e-05,1.80027955,3.82769124e-06,235165.1997406144,True,0.17275757575764852,0.19999999999999996,0.19999999999999996,1.80017276,0.009254366303180828,123.955173,1,64826.26246166872,68.67281431119228,68.67281431119228,1,946600.9091031958,24.4983136474482,55.5919271,33.4373286
ss,27,res_wcs,2.226762e-05,1.80028328,2.29724469e-06,391835.3338320264,True,0.17389393939383455,0.19999999999999996,0.19999999999999996,1.80017276,0.009488744312415733,124.097712,1,102962.03986322541,76.94078512110626,76.94078512110626,1,834298.8457762543,18.241426453453624,55.5828524,35.3597184
ss,125,res_typ,2.3496901e-05,1.80039644,3.61293081e-06,249160.1050062733,True,0.20590909090920861,0.24,0.19999999999999996,1.80022555,0.013558684384839976,122.521525,1,46808.64055834994,64.4933726775997,64.4933726775997,1,835853.7754387682,26.3175332314956,53.6461479,34.7258872
ss,125,res_bcs,2.47222854e-05,1.8003897,4.81640366e-06,186901.8698486746,True,0.2040909090906381,0.24,0.19999999999999996,1.80022555,0.01314384717435053,122.393651,1,39112.12226288515,53.87453005636634,53.87453005636634,1,880816.4008804648,29.89438768959521,53.6506281,34.4469934
ss,125,res_wcs,2.27518176e-05,1.80040267,2.89064971e-06,311418.3402734052,True,0.20745454545435435,0.24,0.19999999999999996,1.80022555,0.01393853230554073,122.599275,1,55883.5200046388,71.01154303287632,71.01154303287632,1,796949.0292106613,23.627952389256066,53.6430496,35.0738782
ff,-40,res_typ,2.24481631e-05,1.80027883,2.46771748e-06,364765.99217508483,True,0.17306060606051932,0.19999999999999996,0.19999999999999996,1.80019527,0.007954615289901499,124.196803,2,139486.93055030573,75.88383128973356,-160.48807142532235,1,884097.7177384661,16.599175314214566,57.3562037,35.4552483
ff,-40,res_bcs,2.3271496e-05,1.80027729,3.2897275e-06,273621.0354809023,True,0.17265151515155963,0.19999999999999996,0.19999999999999996,1.80019527,0.007859085208040599,124.130239,2,106176.10198650387,74.34577976606477,-158.05186021493836,1,954325.801876982,20.044917641835728,57.3650368,33.72583
ff,-40,res_wcs,2.19537756e-05,1.80028003,1.97437683e-06,455910.9493804179,True,0.1733939393938454,0.19999999999999996,0.19999999999999996,1.80019527,0.008029039762067368,124.237031,2,172877.0300765266,74.83267138246283,-162.58555517873117,1,825793.4933316477,13.870090959057146,57.3503155,36.9951396
ff,27,res_typ,2.28349384e-05,1.80033412,2.87134384e-06,313500.2668297643,True,0.18657575757562214,0.19999999999999996,0.19999999999999996,1.8002244,0.009717288556002646,123.482763,2,89637.47218903626,74.85175845324844,-160.4151563260067,1,867895.7278441677,20.305067169739253,55.8978269,34.2833174
ff,27,res_bcs,2.37944109e-05,1.80033175,3.82780223e-06,235165.19948315094,True,0.18580303030321746,0.19999999999999996,0.19999999999999996,1.8002244,0.009567891555632809,123.396649,1,69409.61138813083,69.39547234701222,69.39547234701222,1,928908.0173963208,23.795875606291943,55.9047481,33.2347545
ff,27,res_wcs,2.22583876e-05,1.80033598,2.29731194e-06,391835.3334288595,True,0.18721212121215547,0.19999999999999996,0.19999999999999996,1.8002244,0.009835584005410373,123.534907,2,110698.14305295126,76.64295194868677,-162.2633440485272,1,817288.4460913324,17.58402384103736,55.8930857,35.3579183
ff,125,res_typ,2.27065475e-05,1.80060306,3.61334544e-06,249160.10521263644,True,0.2407424242421222,0.19999999999999996,0.19999999999999996,1.80028574,0.02239142980462944,121.545202,1,49677.6729789299,65.44776739459134,65.44776739459134,1,819518.7192879894,25.651666225371482,53.9358856,34.460171
ff,125,res_bcs,2.41744736e-05,1.80055199,4.81683782e-06,186901.86978311013,True,0.2352272727275186,0.19999999999999996,0.19999999999999996,1.80028574,0.019448129084041324,121.420797,1,41233.437001146434,55.07382747964037,55.07382747964037,1,864460.817677069,29.156705265293326,53.9415726,34.1387729
ff,125,res_wcs,2.1715445e-05,1.8006551,2.89105499e-06,311418.34144081775,True,0.245772727272469,0.19999999999999996,0.19999999999999996,1.80028575,0.025376751210738756,121.620824,1,59562.77533696734,71.56314414276234,71.56314414276234,1,779735.7820061533,22.935853018038557,53.9315827,34.8564666
sf,-40,res_typ,2.24486051e-05,1.80024742,2.46767442e-06,364765.9929140895,True,0.16468181818185218,0.19999999999999996,0.19999999999999996,1.80016636,0.007650374220949422,124.612905,2,136927.72861095067,76.03532282335523,-161.48296499445564,1,886208.9349842384,16.705567788798007,57.283784,35.430618
sf,-40,res_bcs,2.32718336e-05,1.80024596,3.28967024e-06,273621.0362531656,True,0.1642878787879519,0.19999999999999996,0.19999999999999996,1.80016636,0.00755928538563246,124.545783,2,104224.57915014627,74.34586891046555,-159.08390763633957,1,956287.5885772697,20.159423521446826,57.2915906,33.7283632
sf,-40,res_wcs,2.19542996e-05,1.80024856,1.97434231e-06,455910.95092319633,True,0.1649848484850594,0.19999999999999996,0.19999999999999996,1.80016636,0.007720912412331609,124.653471,2,169768.87908783328,75.12656474457197,-163.4909280662166,1,827760.3142684563,13.961407524427653,57.2789179,36.95463
sf,27,res_typ,2.28381248e-05,1.80030091,2.87129087e-06,313500.2672160484,True,0.17719696969697668,0.19999999999999996,0.19999999999999996,1.80019517,0.00930923493824161,123.918675,1,88080.39903051207,74.82072823789534,74.82072823789534,1,869959.8969679684,20.41677611785683,55.8266815,34.3039622
sf,27,res_bcs,2.37971042e-05,1.80029871,3.82773197e-06,235165.2001903362,True,0.17646969696975032,0.19999999999999996,0.19999999999999996,1.80019517,0.009169831375852956,123.831904,1,68254.66432450687,69.21304098091665,69.21304098091665,1,930780.9305180213,23.914176944123817,55.8328025,33.2825154
sf,27,res_wcs,2.22620177e-05,1.80030264,2.29726939e-06,391835.33455778117,True,0.17775757575754,0.19999999999999996,0.19999999999999996,1.80019517,0.009418647023710999,123.97122,2,108767.56448508597,76.7235690921143,-163.29760750998577,1,819304.5004021671,17.680710723539292,55.8227387,35.3572788
sf,125,res_typ,2.31142775e-05,1.80048377,3.61310605e-06,249160.10561051758,True,0.21975757575763752,0.19999999999999996,0.19999999999999996,1.8002505,0.017313480926941786,122.164122,1,48963.977343494626,65.21132609302647,65.21132609302647,1,821891.0840863306,25.760422406899387,53.8704134,34.5247164
sf,125,res_bcs,2.44621664e-05,1.80045604,4.81658114e-06,186901.8695696674,True,0.2159696969695657,0.19999999999999996,0.19999999999999996,1.8002505,0.015697572775583608,122.038834,1,40698.19625048521,54.77322336075318,54.77322336075318,1,866649.7483888993,29.284330778225723,53.8753798,34.2140197
sf,125,res_wcs,2.22378846e-05,1.80051272,2.89082639e-06,311418.3415213668,True,0.2232424242425021,0.19999999999999996,0.19999999999999996,1.8002505,0.018989305753053572,122.240285,1,58649.12336138286,71.43382328301347,71.43382328301347,1,782374.5140322673,23.043275719499878,53.86683,34.9091875
fs,-40,res_typ,2.24489668e-05,1.80025887,2.46769011e-06,364765.99365225807,True,0.1703636363637917,0.19999999999999996,0.19999999999999996,1.80017162,0.008084686544429825,124.277905,2,131693.81720560123,76.33983701425277,-163.31438941631438,1,901487.0252102205,17.17977288920036,57.1079871,35.3792897
fs,-40,res_bcs,2.3272059e-05,1.80025736,3.28969108e-06,273621.0355654428,True,0.17000000000001028,0.19999999999999996,0.19999999999999996,1.80017162,0.007991932525159347,124.209653,1,100291.70024220973,74.36258755835166,74.36258755835166,1,972698.7499015327,20.656094072915153,57.1161623,33.7386564
fs,-40,res_wcs,2.19547724e-05,1.80026005,1.97435491e-06,455910.9511875958,True,0.17063636363620718,0.19999999999999996,0.19999999999999996,1.80017162,0.0081568901528806,124.319159,2,163286.249504922,75.7016848373892,-165.222144859886,1,842104.4812830932,14.447247148222813,57.102754,36.8647093
fs,27,res_typ,2.28420026e-05,1.80031251,2.87130937e-06,313500.26730139495,True,0.18198484848502677,0.19999999999999996,0.19999999999999996,1.80020027,0.009743521920147024,123.645793,1,84942.0228457991,74.74639560026642,74.74639560026642,1,884795.0215263198,20.91543676841884,55.6604082,34.350117
fs,27,res_bcs,2.38004381e-05,1.8003103,3.82775662e-06,235165.19971429114,True,0.18130303030297873,0.19999999999999996,0.19999999999999996,1.80020027,0.009604675350671093,123.557682,1,65942.58229671122,68.86774443438831,68.86774443438831,1,945332.758040925,24.37824676823133,55.6667575,33.3857366
fs,27,res_wcs,2.2266375e-05,1.80031423,2.29728419e-06,391835.3327456626,True,0.18250000000007538,0.19999999999999996,0.19999999999999996,1.80020027,0.00985182197664183,123.699151,1,104828.42867247717,76.87821222905309,76.87821222905309,1,832787.7964491,18.141520060045035,55.6562518,35.3564384
fs,125,res_typ,2.34409689e-05,1.80044602,3.6130303e-06,249160.10529997494,True,0.21996969696947885,0.21999999999999997,0.19999999999999996,1.8002579,0.014797911590568551,121.988229,1,47504.66711395714,64.74111911966509,64.74111911966509,1,834130.6306892412,26.205389794488383,53.714312,34.6592031
fs,125,res_bcs,2.4683725e-05,1.80043595,4.81652739e-06,186901.869772197,True,0.2177121212121662,0.21999999999999997,0.19999999999999996,1.8002579,0.014189841709537349,121.861204,1,39616.83565002225,54.190700740197514,54.190700740197514,1,879311.9584594154,29.76660364447033,53.7194249,34.3703127
fs,125,res_wcs,2.26764261e-05,1.80045592,2.8907352e-06,311418.3409120282,True,0.22192424242425715,0.21999999999999997,0.19999999999999996,1.8002579,0.015389314928002584,122.065458,1,56768.20550877498,71.16439510483234,71.16439510483234,1,795066.9233065887,23.530751083873287,53.7105828,35.0184472
