sweep,point,dc_gain_db,n_0db_crossings,unity_gain_freq_hz,phase_margin_deg,phase_margin_worst_deg,n_gain_margin_crossings,gain_margin_freq_hz,gain_margin_db
cc_value,0.5x,123.784843,2,98944.78095236672,56.89728340765464,-98.282339237207,1,881619.2949380841,20.51415581571502
cc_value,1x,123.784728,2,89590.66909407216,68.56799844201848,-98.10347194852864,1,893624.9041355391,20.75665864179023
cc_value,2x,123.7843,2,86040.66832447049,76.38933946933392,-97.8127178477427,1,897376.9121176813,20.80144077973879
rz_corner,bcs,123.784729,2,71971.46692702085,60.04083968371869,-98.17702892037033,1,881836.6747882362,23.500957189781587
rz_corner,typ,123.784728,2,89590.66909407216,68.56799844201848,-98.10347194852864,1,893624.9041355391,20.75665864179023
rz_corner,wcs,123.784728,2,109176.66058755416,72.61716423584912,-98.05739025539975,1,887405.2022339874,18.61201188233432
