sweep,point,dc_gain_db,n_0db_crossings,unity_gain_freq_hz,phase_margin_deg,phase_margin_worst_deg,n_gain_margin_crossings,gain_margin_freq_hz,gain_margin_db
cc_value,0.5x,123.796685,1,98921.91619031738,56.71878752170315,56.71878752170315,1,861917.3588932826,20.34407860785605
cc_value,1x,123.796571,1,89566.21881617642,68.40969661517668,68.40969661517668,1,873837.1914556181,20.596696819421602
cc_value,2x,123.796142,1,86015.69281747253,76.23990521448299,76.23990521448299,1,877898.2686126829,20.66295883147022
res_corner,bcs,123.709119,1,72026.95944097958,59.97736638091145,59.97736638091145,1,933277.3305701521,24.062553521457364
res_corner,typ,123.796571,1,89566.21881617642,68.40969661517668,68.40969661517668,1,873837.1914556181,20.596696819421602
res_corner,wcs,123.849517,2,109009.5814833737,72.34978318160886,-164.2252079255531,1,823520.3743457012,17.86189318459618
